Name,Booth,Category,Website,Address
CeramicSpeed Bearings A/S,W04,Engineering Consultancy | Materials Supplier | Components – Mechanical / Other,http://www.ceramicspeed.com,"Noergaardsvej 3, Holstebro, Denmark, 7500."
CEROBEAR GmbH,X04,Design / Engineering Services | Components – Mechanical / Other | Manufacturing,http://www.cerobear.com,"Kaiserstrasse 100, Herzogenrath, Germany, 52134."
CGI Deutschland,G25,Engineering Consultancy | Prime Contractor | Design / Engineering Services | Software Supplier / Developer | Satellite Operations / Development | Communications & Ground Systems,https://www.de.cgi.com/de/space,"Alte Wittener Straße 56, Bochum, Germany, 44803."
CILAS,E34,Design / Engineering Services | Optics | Communications & Ground Systems,http://www.cilas.com,"8 avenue Buffon CS16319, Orléans Cedex 2, France, 45063."
CIM-lab,431,Engineering Consultancy | Design / Engineering Services | Software Supplier / Developer,http://www.cim-lab.com,"Aleje Jerozolimskie 125/127, Room 503, Warsaw, Poland, 02-017."
Circuits Integrated,R40,Design / Engineering Services | Components – Electronic / Electrical | Communications & Ground Systems,http://www.circuitsintegrated.com,"Leof. Kifisias 226, Kifissia, Greece, 14562."
Circuits Integrated U.K.,Y36,Components – Electronic / Electrical | Electronics Manufacturing | Communications & Ground Systems,http://www.circuitsintegrated.com,"Surrey Technology Centre, Surrey Research Park,, Guilldford, Surrey, United Kingdom, GU2 7YG."
Cistelaier S.p.A.,F25,Engineering Consultancy | Design / Engineering Services | Materials Supplier,http://www.cistelaier.com,"Via Marcello Finzi 587, Modena, Italy, Italy, 41122."
CITD Engineering and Technologies,L28,Components – Electronic / Electrical | Electronics Manufacturing,http://www.citd.eu,"AV. Leonardo da Vinci Nº 15 Building B Second Floor, Getafe, Spain, 28906."
ClearSpace,J45,Prime Contractor | Satellite Operations / Development | Subsystem / Systems Supplier,http://www.clearspace.today,"9 rue du laboratoire, Luxembourg, Luxembourg, L-1911."
Cloud Signals,R40,Engineering Consultancy | Subsystem / Systems Supplier | Communications & Ground Systems,http://www.cloudsignals.eu,"2 Kleisthenous Street, Metamorfosi, Athens, Attica, Greece, 144 52."
CloudFerro,N30,Design / Engineering Services | Subsystem / Systems Supplier | Communications & Ground Systems,https://cloudferro.com/en/,"Fabryczna 5, Warsaw, Poland, 00-446."
Coilcraft,Q01,Design / Engineering Services | Components – Electronic / Electrical | Electronics Manufacturing,http://www.coilcraft.com,"21 Napier Place Wardpark North, Cumbernauld, North Lanarkshire, United Kingdom, G68 0LL."
COLANDIS GmbH,L57,Test & Measurement,https://www.colandis.com/,"Im Camisch 34, Kahla, Germany, 07768."
Comat,C41,Design / Engineering Services | Manufacturing | Subsystem / Systems Supplier,http://comat.space,"6 chemin de Vignalis, Flourens, Occitanie, France, 31130."
Combine Space,Z19,Engineering Consultancy | Software Supplier / Developer,http://www.combinespace.com,"Hørmarken 8, Allerød, Denmark, 3450."
COMET AEROSPACE,L28,Engineering Consultancy | Design / Engineering Services | Test & Measurement,https://comet-ingenieria.es/eng/,"Calle Auguste y Louis Lumiere 23, Paterna, Spain, 46980."
Competition Composites Inc.,332,Manufacturing | Satellite Operations / Development | Communications & Ground Systems,http://www.cci.one,"251, 5th Ave., Arnprior, Ontario, Canada, K7S 3M3."
Compoxi,E36,Engineering Consultancy | Design / Engineering Services | Manufacturing,http://www.compoxi.com,"Pic de Peguera 9, Girona, Spain, 17003."
Comsol Multiphysics GmbH,Z08,Software Supplier / Developer,http://www.comsol.de,"Robert-Gernhardt-Platz 1, Göttingen, Germany, 37073."
Comtronic GmbH Verbindungstechnik,F37,Engineering Consultancy | Interconnect / Cable & Wire | Security / Government,http://www.comtronic-gmbh.de,"im Neuenacker 4, Heiligkreuzsteinach, Germany, 69253."
Conax Technologies,622,Design / Engineering Services | Manufacturing,http://www.conaxtechnologies.com,"2300 Walden Avenue, Buffalo, NY, United States, 14225."
Connektica,E09,Software Supplier / Developer | Test & Measurement,https://connektica.com/,"5 esplanade Compans Caffarelli, Toulouse, France, 31000."
Connex Italiana Srl,Q19,Materials Supplier | Components – Electronic / Electrical | Interconnect / Cable & Wire,http://www.connex-italiana.com,"Piazzale Lugano, 9, Milano, MI, Italy, 20158."
CONTEC Space Group,V29,Satellite Operations / Development | Subsystem / Systems Supplier | Communications & Ground Systems,https://www.contec.kr,"Flr. 9, Unit 2, 98, Gasan digital 2-ro, Geumcheon-gu, Seoul, South Korea, 08506."
Convergent Science,W41,Engineering Consultancy | Software Supplier / Developer | Test & Measurement,https://convergecfd.com/,"Hauptstrasse 10, Linz, Austria, 4040."
Cornwall Space Cluster,A05,Launch Services | Manufacturing | Communications & Ground Systems,https://www.cornwallspacecluster.co.uk/,"Cornwall Council,New County Hall, Treyew Road, Truro, United Kingdom, TR1 3AY."
cosine,L41,Design / Engineering Services | Optics | Test & Measurement,http://www.cosine.nl,"Warmonderweg 14, Sassenheim, Netherlands, 2171 AH."
cosmobloom Inc.,ZZ30,Design / Engineering Services | Research | Components – Mechanical / Other,https://cosmo-bloom.com,"Rokugo BASE 229, 3-10-16 Minami-Rokugo, Ota-ku, Tokyo, Japan, 144-0045."
Cospal Composites S.p.A.,ZZ06,Manufacturing | Subsystem / Systems Supplier | Communications & Ground Systems,http://www.cospal.com,"Via Aldo Moro, 8, Ambivere, Italy, 24030."
CPI Vertex Antennentechnik GmbH,M41,Manufacturing | Subsystem / Systems Supplier | Communications & Ground Systems,https://www.vertexant.com/,"Baumstr. 46-50, Duisburg, Germany, 47198."
Crane Aerospace & Electronics,U57,Components – Electronic / Electrical | Electronics Manufacturing | Manufacturing,http://www.craneae.com,"16700 13th Avenue West, Lynnwood, WA, United States, 98037."
Creonic GmbH,E21,Design / Engineering Services | Software Supplier / Developer | Communications & Ground Systems,http://www.creonic.com,"Bahnhofstr. 26-28, Kaiserslautern, Germany, 67655."
Creotech Instruments S.A.,N30,Electronics Manufacturing | Satellite Operations / Development | Subsystem / Systems Supplier,http://www.creotech.pl,"ul. Jana Pawła II 66, Piaseczno, mazowieckie, Poland, 05-500."
Critical Software,C09,Software Supplier / Developer,https://criticalsoftware.com/en,"Parque Industrial de Taveiro, Lote 48, Coimbra, Portugal, 3045-504."
CRM GROUP,T15,Research | Components – Mechanical / Other | Manufacturing,https://crmgroup.be/en/,"Avenue du bois saint jean 21, Liège, Belgium, 4000."
CS Group - Germany GmbH,L39,Design / Engineering Services | Software Supplier / Developer | Communications & Ground Systems,http://www.cs-soprasteria.com/en/strategic-sectors/space/,"Berliner Allee 65, Darmstadt, Germany, D-64295."
CSEM - Centre Suisse d'Electronique et de Microtechnique SA,M50,Design / Engineering Services | Research | Manufacturing,http://www.csem.ch,"Rue Jaquet-Droz 1, Neuchâtel, Switzerland, 2002."
CSL - Centre Spatial de Liege,M35,Optics | Subsystem / Systems Supplier | Test & Measurement,http://www.csl.uliege.be,"Avenue du Pre-Aily B29, Angleur, Belgium, B-4031."
CUBECOM,D24,Design / Engineering Services | Subsystem / Systems Supplier | Communications & Ground Systems,https://cubecom.space,"15 Elektron Road, Techno Park, Stellenbosch, Western Cape, South Africa, 7600."
CubeSpace,A36,Components – Electronic / Electrical | Components – Mechanical / Other | Subsystem / Systems Supplier,http://www.cubespace.co.za,"10 Elektron Road, Stellenbosch, Western Cape, South Africa, 7600."
Curtiss-Wright,408,Components – Electronic / Electrical | Subsystem / Systems Supplier | Test & Measurement,https://www.curtisswrightds.com/,"Unit 5 Richview office park Clonskeagh, Dublin, Ireland, D14 X981."
Cycle GmbH,T62,Design / Engineering Services | Subsystem / Systems Supplier | Test & Measurement,http://www.cyclelasers.com,"Luruper Hauptstr. 1, Hamburg, Germany, 22547."
CYSEC,C41,Software Supplier / Developer | Satellite Operations / Development | Communications & Ground Systems,http://www.cysec.com,"Chemin de Mornex 3, Lausanne, Switzerland, 1003."
Czech Aerospace Cluster,R36,Engineering Consultancy | Design / Engineering Services | Test & Measurement,https://www.czech-aerospace.cz/,"Marianské náměstí 123, Uherské Hradiště, Czech Republic, 68601."
Czech Space Alliance,R36,Software Supplier / Developer | Manufacturing | Subsystem / Systems Supplier,https://www.czechspacealliance.eu/en,"Evropska 120, Prague 6, Czech Republic, 160 00."
D-Orbit,C37,Launch Services | Software Supplier / Developer | Satellite Operations / Development,http://www.dorbit.space,"Viale Risorgimento, 57, Fino Mornasco, Como (CO), Italy, 22073."
D3TN GmbH,S60,Research | Software Supplier / Developer | Communications & Ground Systems,https://www.d3tn.com,"Poststraße 37, Dresden, Germany, 01159."
DACTEM International,C32,Facilities Engineering | Test & Measurement | Communications & Ground Systems,http://www.dactem.com,"1545, Chemin Sous Saint-Etienne, Alès, France, 30100."
Danish Graphene ApS,Q22,Materials Supplier | Components – Mechanical / Other,https://danishgraphene.com/,"Tysklandsvej 7, Vejle, Denmark, 7100."
Danish Ministry of Foreign Affairs,Z19,Security / Government,http://www.tyskland.um.dk,"Türkenstraße 7, München, Germany, 80333."
Dawn Aerospace,L41,Design / Engineering Services | Launch Services | Subsystem / Systems Supplier,http://dawnaerospace.com,"Overslagweg 4, Delfgauw, Netherlands, 2645 EK."
Dcubed GmbH,E40,Components – Mechanical / Other | Subsystem / Systems Supplier,https://dcubed.space/,"Burgweg 6, Germering, Bavaria, Germany, 82110."
DDM GmbH & Co KG,Z33,Design / Engineering Services | Components – Electronic / Electrical | Test & Measurement,http://www.ddm-sensors.de,"Marie Curie Str. 8, Fulda, Germany, 36039."
Deimos Engineering and Systems SLU,C51,Engineering Consultancy | Design / Engineering Services | Facilities Engineering | Software Supplier / Developer,http://www.elecnor-deimos.com,"Polígono industrial La Nava, C\ Francia, 9, Puertollano, (Ciudad Real), Spain, 13500."
Delft Aerospace Rocket Engineering,813,Launch Services | Research | Academia,http://www.dare.tudelft.nl,"Mekelweg 4, Delft, Netherlands, 2628 CD."
DELTATEC,M35,Design / Engineering Services | Software Supplier / Developer | Electronics Manufacturing,http://www.deltatec.be,"Rue Gilles Magnée 92/6, Ans, Not Applicable, Belgium, 4430."
Demcon high-tech systems,L41,Design / Engineering Services | Research | Optics,https://hightechsystems.demcon.com/,"Delftechpark 23, Delft, Netherlands, 2628 XJ."
DeSK German Center for Satellite Communications r.S.,E21,Satellite Operations / Development | Subsystem / Systems Supplier,http://www.desk-sat.com,"Schillerstraße 34, Backnang, Germany, 71522."
DEV Systemtechnik GmbH,T50,Electronics Manufacturing | Subsystem / Systems Supplier | Communications & Ground Systems,http://www.dev-systemtechnik.com,"Grüner Weg 4A, Friedberg, Germany, 61169."
DEV Systemtechnik GmbH,U61,Electronics Manufacturing | Subsystem / Systems Supplier | Communications & Ground Systems,http://www.dev-systemtechnik.com,"Grüner Weg 4A, Friedberg, Germany, 61169."
DEV Systemtechnik GmbH,E21,Electronics Manufacturing | Subsystem / Systems Supplier | Communications & Ground Systems,http://www.dev-systemtechnik.com,"Grüner Weg 4A, Friedberg, Germany, 61169."
DEWETRON,Z12,Test & Measurement,http://www.dewetron.com,"Parkring 4, Grambach, Austria, 8074."
DHV Technology,D45,Engineering Consultancy | Design / Engineering Services | Subsystem / Systems Supplier,http://www.dhvtechnology.com,"Tech Park of Andalusia - Severo Ochoa 13 - 29590, Malaga, Spain, 29590."
DI Danish Defence and Security Industries Association,Z19,Media / Association,https://www.danskindustri.dk/medlemsforeninger/foreningssites/fos/international/,"H.C.Andersens Boulevard 18, Copenhagen, Denmark, 1553."
"DiCon Fiberoptics, Inc.",806,Components – Electronic / Electrical | Test & Measurement | Communications & Ground Systems,http://www.diconfiberoptics.com,"1689 Regatta Blvd., Richmond, CA, United States, 94804."
Diener Electronic GmbH & Co. KG,W27,Manufacturing | Subsystem / Systems Supplier | Test & Measurement,http://www.plasma.com,"Nagolder Straße 61, Ebhausen, Germany, 72224."
Dietze Group,G47,Components – Electronic / Electrical | Interconnect / Cable & Wire | Manufacturing,https://www.dietzegroup.com/en/,"Industriestrasse 4, Maienfeld, GR, Switzerland, 7304."
Dimac Red S.p.A.,S47,Materials Supplier | Components – Electronic / Electrical | Subsystem / Systems Supplier,http://www.dimacred.com,"Via Papa Giovanni XXIII 25, Biassono, MB, Italy, 20853."
DITTEL Engineering GmbH,Z02,Engineering Consultancy,http://www.dittel-engineering.de,"An der Breiten 1, Schlehdorf, Germany, 82444."
DLR GfR mbH,J53,Launch Services | Satellite Operations / Development | Communications & Ground Systems,http://www.dlr-gfr.com,"Münchenerstraße 20, Weßling, Germany, 82234."
DMC Europe GmbH,K34,Materials Supplier | Components – Mechanical / Other | Interconnect / Cable & Wire,http://www.dmctools.eu,"In der Au 29, Oberursel, Hessen, Germany, D-61440."
dopa optics,601,Materials Supplier | Manufacturing | Optics,http://www.dopa-diatools.com,"Zu den Krugwiesen 1, Berlin, Berlin, Germany, 13057."
Dotphoton AG,G47,Software Supplier / Developer,http://dotphoton.com/aerospace,"Nordstrasse 3, Zug, Switzerland, 6300."
DPhi Space,809,Launch Services | Satellite Operations / Development,http://www.dphispace.com,"EPFL Innovation Park Building C, Lausanne, Switzerland, 1015."
Drake Plastics Ltd. Co.,N44,Materials Supplier | Components – Mechanical / Other | Manufacturing,http://www.drakeplastics.com,"14869 Grant Road, Cypress, TX, United States, 77429."
DSI Aerospace GmbH,H23,Prime Contractor | Design / Engineering Services | Software Supplier / Developer,http://dsi.space,"Otto-Lilienthal-Str 1, Bremen, Germany, D-28199."
dSPACE,L50,Software Supplier / Developer | Test & Measurement,http://www.dspace.com,"Rathenaustrasse 26, Paderborn, North Rhine Westphalia, Germany, 33102."
DTM srl,K24,Design / Engineering Services | Components – Mechanical / Other | Test & Measurement,http://www.dtm.it,"Via Tacito 65, Modena, Italy, 41123."
Dunmore Aerospace,E15,Materials Supplier | Manufacturing,http://www.dunmore.com,"145 Wharton Rd, Bristol, PA, United States, 19007."
DYCSYT,D09,Engineering Consultancy | Design / Engineering Services | Software Supplier / Developer,https://dycsyt.com/,"10 Avenue Edouard Belin, Toulouse, France, 31055."
EATON,ZZ24,Components – Electronic / Electrical | Components – Mechanical / Other | Interconnect / Cable & Wire,http://www.eaton.com/space,"1000 Eaton Blvd, Beachwood, OH, United States, 44122."
EBAD,F44,Prime Contractor | Components – Mechanical / Other | Subsystem / Systems Supplier,http://www.ebad.com,"640 Hopmeadow St., Simbury, CT, United States, 06070."
EC Engineering Sp. z o.o.,N30,Engineering Consultancy | Design / Engineering Services | Manufacturing,http://www.ec-e.pl,"Armii Krajowej 28, Kraków, Malopolska, Poland, 30-150."
Ecliptic Defence and Space,331,Components – Electronic / Electrical | Manufacturing | Subsystem / Systems Supplier,http://www.ecliptic-ds.com,"14 Kozanis street, Nicosia, Cyprus, 2221."
Ecoclean GmbH,K26,Manufacturing | Optics | Subsystem / Systems Supplier,http://www.ecoclean-group.net,"Mühlenstrasse 12, Filderstadt, Germany, 70794."
EcosimPro/PROOSIS Aerospace Simulation Tools (By EAG),510,Design / Engineering Services | Launch Services | Satellite Operations / Development,http://www.ecosimpro.com,"C/ Magallanes, 3, Madrid, MADRID, Spain, 28015."
EDGX,K41,Software Supplier / Developer | Components – Electronic / Electrical | Subsystem / Systems Supplier,https://www.edgx.space,"Moutstraat 54, Gent, Belgium, 9000."
Edmund Optics GmbH,J01,Components – Mechanical / Other | Manufacturing | Optics,http://www.edmundoptics.eu,"Isaac-Fulda-Allee 5, Mainz, Germany, 55124."
Edmund Optics son-x GmbH,J01,Components – Mechanical / Other | Manufacturing | Optics,http://www.son-x.com,"Gewerbepark Brand 15, Aachen, Germany, 52078."
EECL,Y36,Engineering Consultancy | Design / Engineering Services | Subsystem / Systems Supplier,http://www.eecl.co.uk,"1 Princess Court, Kingston Upon Thames, Surrey, United Kingdom, KT1 2SL."
Egress Space,A23,Launch Services | Research | Security / Government,http://www.egress.space,"Hangar 28 Sir Richard William's Avenue, Adelaide Airport, SA, Australia, 5950."
EIDEL AS,Z15,Design / Engineering Services | Satellite Operations / Development | Subsystem / Systems Supplier,https://eidel.no,"Smed Hagens veg 11, EIDSVOLL, Eidsvoll, Norway, 2080."
EIE GROUP SRL,P10,Engineering Consultancy | Design / Engineering Services | Communications & Ground Systems,https://www.eie.it/,"via Torino 151/A, Mestre-Venezia, Italy, 30172."
Eiffage Énergie Systèmes - Clemessy,J10,Design / Engineering Services | Software Supplier / Developer | Test & Measurement,https://www.clemessy.com/home,"18 RUE DE THANN, MULHOUSE, France, 68057 CEDEX."
Einstein Telescope EMR,S16,Research,http://www.einsteintelescope-emr.eu,"Project office Einstein Telescope – Euregio Meuse-Rhine Duboisdomein 30, Maastricht, Netherlands, 6229 GT."
EIP,A05,Optics | Satellite Operations / Development | Communications & Ground Systems,http://www.eip.com,"Fairfax House, 15 Fulwood Place, London, London, United Kingdom, WC1V 6HU."
EISO Enterprise CO LTD,603,Electronics Manufacturing | Manufacturing | Communications & Ground Systems,http://WWW.EISO.COM.TW,"No.2 Zhonghua LaneShanyin Rd, Guishan District, Taoyuan City, TAIWAN, China, 333."
el-spec GmbH,W12,Design / Engineering Services | Components – Mechanical / Other | Test & Measurement,https://www.elspecgroup.de/,"Lauterbachstr. 23c, Geretsried, Germany, 82538."
electrovac AG,S44,Components – Mechanical / Other | Manufacturing | Satellite Operations / Development,http://www.electrovac.com,"Anglstrasse 4, Salzweg, Germany, 94121."
Elekonta Marek GmbH & Co. KG,W02,Engineering Consultancy | Components – Electronic / Electrical | Manufacturing,http://www.elekonta.de,"Carl-Zeiss-Str. 11, Gerlingen, Baden-Württemberg, Germany, 70839."
ELEMCA,E09,Research | Test & Measurement,http://www.elemca.com,"18, Avenue Édouard Belin, Toulouse Cedex 9, France, F-31401."
Elfon Ltd,Y23,Components – Electronic / Electrical | Electronics Manufacturing | Interconnect / Cable & Wire,http://www.elfon.gr,"6 Kolomvou str., Pallini, Greece, GR-15351."
elvia electronics,J21,Design / Engineering Services | Components – Electronic / Electrical | Electronics Manufacturing,https://elviaelectronics.com/,"Avenue d'Ochsenfurt, Coutances Cedex, France, 50211."
embedded brains GmbH & Co. KG,C55,Prime Contractor | Design / Engineering Services | Software Supplier / Developer,http://www.embedded-brains.de,"Dornierstr. 4, Puchheim, Bavaria, Germany, 82178."
EMBRYA,D09,Software Supplier / Developer | Components – Electronic / Electrical | Electronics Manufacturing,http://www.embrya.io,"10 avenue Edouard Belin, Toulouse, France, 31400."
EMCO Elektronik GmbH,E21,Materials Supplier | Components – Electronic / Electrical | Test & Measurement,http://www.emco-elektronik.de,"Fraunhoferstr 14, Planegg, Germany, 82152."
Emerald Aero Group,Y13,Design / Engineering Services | Electronics Manufacturing | Manufacturing,https://emeraldaerogroup.com/,"Future Mobility Campus, Shannon, Co. Clare, Ireland, V14 WV82."
Emerson & Cuming AC,P32,Electronics Manufacturing | Satellite Operations / Development | Test & Measurement,http://www.ecac.be,"Nijverheidsstraat 7A, Westerlo, Antwerp, Belgium, 2260."
EmTDLab Space Division,J45,Engineering Consultancy | Materials Supplier | Subsystem / Systems Supplier,https://www.emtdlab.com/,"9 Avenue des Hauts Fourneaux, Esch-sur-Alzette, Luxembourg, Luxembourg, 4362."
EmTroniX,J45,Electronics Manufacturing | Subsystem / Systems Supplier | Communications & Ground Systems,https://www.emtronix.lu,"Building SISA, 5 Rue Bommel, Hautcharage, Luxembourg, L-4940."
EN4 Srl,ZZ19,Research | Software Supplier / Developer | Test & Measurement,http://www.en4.it,"Via Salvador Allende, 11, Corciano PG, Perugia, Italy, 06073."
EnduroSat,C42,Satellite Operations / Development | Subsystem / Systems Supplier | Communications & Ground Systems,http://endurosat.com/,"1A Flora Str., Building Obsidian, Sofia, Bulgaria, 1404."
Engineering Minds Munich GmbH,805,Design / Engineering Services | Satellite Operations / Development | Subsystem / Systems Supplier,http://www.em-munich.de,"Gollierstr. 70, München, Bavaria, Germany, 80339."
ENLIGHTEN - Horizon Europe,208,Launch Services | Research | Manufacturing,http://www.project-enlighten.eu,"Claude-Dornier-Straße 1, Building 401, Weßling, Germany, 82234."
ENOGIA,804,Design / Engineering Services | Materials Supplier | Components – Mechanical / Other,http://www.enogia.com,"19 Avenue Paul Héroult, Marseille, France, 13015."
ENPULSION GmbH,A20,Manufacturing | Satellite Operations / Development | Subsystem / Systems Supplier,http://www.enpulsion.com,"Office Park 2 / Etage 8, Flughafen Wien, Wien, Austria, 1300."
Ensinger GmbH,V51,Design / Engineering Services | Materials Supplier | Manufacturing,https://www.ensingerplastics.com/en/aircraft-aerospace,"Rudolf-Diesel-Straße 8, Nufringen, Germany, 71154."
ENTERPRISE GREECE Invest & Trade,R40,Military / Government,https://www.enterprisegreece.gov.gr/en/,"109 Vasilisis Sophias Avenue,, Athens, Greece, 115 21."
Enterprise Ireland,Y13,Components – Electronic / Electrical | Electronics Manufacturing | Subsystem / Systems Supplier,http://www.enterprise-ireland.com,"East Point Business ParkThe Plaza, Dublin 3, Ireland, D03 E5R6."
EOSOL,L28,Materials Supplier | Components – Electronic / Electrical | Interconnect / Cable & Wire,https://www.grupoeosol.com/,"Calle Camino de Labiano 45A, Mutilva, Spain, 31192."
EPC Space,W11,Design / Engineering Services | Components – Electronic / Electrical | Components – Mechanical / Other,http://WWW.EPC.SPACE,"200 Bulfinch Drive, Suite 160, Andover, MA, United States, 01810."
EPTTAS,Z15,Software Supplier / Developer,http://www.epttas.com,"Krohnegården 103, Bergen, Norway, 5146."
EREMS,C41,Electronics Manufacturing | Manufacturing | Subsystem / Systems Supplier,http://www.erems.fr,"13 CHEMIN DE LA MADELEINE, ZI, FLOURENS, France, F 31130."
ERRE TI - COMPOSITE SOLUTIONS,Z25,Engineering Consultancy | Design / Engineering Services | Manufacturing,http://WWW.ERRETI.EU,"Via della Masolina 5, Piobesi Torinese, TO, Italy, 10040."
ESA - SME and Startups,Q27,Prime Contractor,http://www.esa.int/sme,"ESA Headquarters, 8-10 rue Mario Nikis, Paris, France, 75015."
ESA BA Ambassador Team,H47,Engineering Consultancy | Design / Engineering Services | Software Supplier / Developer,https://www.german-ba-ambassador.de/,"Friedrichshafener Straße 1, Gilching, Germany, 82205."
ESA business incubation centre Lithuania,K11,Engineering Consultancy | Research | Satellite Operations / Development,https://esabic.lt/,"Mokslininkų str. 2A, Vilnius, Lithuania, LT-08412."
esc Aerospace,R36,Software Supplier / Developer | Satellite Operations / Development,https://www.esc-aerospace.com/,"nám. Dr. Holéjo 11, Prague, Czech Republic, 18000."
ESI Motion,X25,Design / Engineering Services | Components – Electronic / Electrical | Subsystem / Systems Supplier,http://www.esimotion.com,"2250a Union Pl, Simi Valley, CA, United States, 93065."
ESRIC - European Space Resources Innovation Centre,J45,Research | Facilities Engineering | Communications & Ground Systems,http://www.esric.lu,"28 Av. des Hauts-Fourneaux, Esch-Belval, Esch-sur-Alzette, Luxembourg, 4362."
ETH Zürich I Space,G47,Research | Academia,https://space.ethz.ch/,"Weinbergstrasse 41, Zurich, Switzerland, 8092."
ETL Systems,T47,Manufacturing | Test & Measurement | Communications & Ground Systems,https://www.etlsystems.com/,"Coldwell Radio Station, Madley, Hereford, United Kingdom, HR2 9NE."
EURO-COMPOSITES S.A.,J45,Materials Supplier | Lab Materials / Chemicals | Manufacturing,http://www.euro-composites.com,"2, rue Bendikt Zender, Z.I., Echternach, Luxembourg, L-6468."
Europe Space Centre GmbH,H47,Launch Services | Communications & Ground Systems,http://www.saxavord.com,"Willy-Messerschmidt-Str. 1, Taufkirchen, Germany, 82024."
European Space Centre GmbH,H47,Prime Contractor | Satellite Operations / Development | Security / Government,http://www.euspaceimaging.com,"Arnulfstrasse 199, Munich, Germany, 80634."
European Space Imaging GmbH,H47,Satellite Operations / Development,http://www.euspaceimaging.com,"Arnulfstraße 199, Munich, Germany, 80634."
Eurosealings,K41,Design / Engineering Services | Components – Mechanical / Other | Manufacturing,http://www.eurosealings.be,"Molenberglei 17, Schelle, Belgium, 2627."
EVOLUNAR,Z25,Design / Engineering Services | Satellite Operations / Development | Subsystem / Systems Supplier,https://www.evolunar.com/,"Corso Castelfidardo 30/A, Torino, TO, Italy, 10129."
Exail,Z09,Design / Engineering Services | Manufacturing | Optics,https://www.exail.com/company/,"34, rue de la Croix de Fer, Saint-Germain en Laye, France, 78105."
Excelerate Group,A19,Satellite Operations / Development | Communications & Ground Systems,http://WWW.excelerate-group.com,"Willow HousePascal Close, St Mellons, Cardiff, United Kingdom, CF3 0LW."
EXOLAUNCH GmbH,L21,Launch Services | Satellite Operations / Development | Subsystem / Systems Supplier,https://exolaunch.com/,"Kemperplatz 1, Berlin, Germany, 10785."
Exotrail,D27,Manufacturing | Satellite Operations / Development | Subsystem / Systems Supplier,http://www.exotrail.com,"3 rue Galvani, Massy, Essonne, France, 91300."
"Experior Laboratories, Inc",N38,Design / Engineering Services | Components – Mechanical / Other | Test & Measurement,https://experiorlabs.com/space-testing,"1635 Ives Avenue, Oxnard, CA, United States, 93033."
Expleo,A38,Engineering Consultancy | Design / Engineering Services,http://www.expleo.com,"13 Rue Marie-Louise Dissard, Toulouse, France, 31300."
Eycore SP zo.o,N30,Satellite Operations / Development | Subsystem / Systems Supplier | Security / Government,http://www.eycore.com,"J. Dziekonskiego 3, Warsaw, Poland, 00-784."
F-Series Consortium,L47,Software Supplier / Developer | Subsystem / Systems Supplier | Communications & Ground Systems,http://www.protec-semi.com,"Rosenheimer Landstraße 117, Ottobrunn, Germany, 85521."
Fabreeka GmbH,T59,Test & Measurement,https://www.fabreeka.com/de/,"Hessenring 13, Buettelborn, Germany, 64572."
Farran Technology,Y13,Components – Electronic / Electrical | Test & Measurement | Communications & Ground Systems,http://www.farran.com,"Unit 1, Airport East Business and Technology Park - Farmers Cross, Cork, Ireland, T12 X257."
Fawic BV,N20,Design / Engineering Services | Components – Mechanical / Other | Manufacturing,http://www.fawic.nl,"Twentepoort West 49, Almelo, Netherlands, 7609 RD."
FENTISS,L28,Research | Software Supplier / Developer | Satellite Operations / Development,https://fentiss.space/,"Camino de Vera S/N (Ciudad Politécnica de la Innovación), Valencia, Spain, 46022."
FibreCoat GmbH,ZZZ03,Materials Supplier | Components – Mechanical / Other | Manufacturing,http://www.fibrecoat.de,"Philipsstraße 8, Aachen, NRW, Germany, 52068."
Fibrenamics,C09,Research | Test & Measurement,https://fibrenamics.com/en,"Campus de Azurém da Universidade do Minho, Guimarães, Braga, Portugal, 4800-058."
FIDIA S.p.A.,Z25,Manufacturing,http://www.fidia.it,"Strada Del Drosso, 29/15, Torino, Italy, 10135."
Filcon Electronic GmbH,Y06,Materials Supplier | Components – Electronic / Electrical | Interconnect / Cable & Wire,http://www.filcon.de,"Rotwandweg 5, Taufkirchen, Bavaria, Germany, D-82024."
Filtronic,G54,Electronics Manufacturing | Subsystem / Systems Supplier | Communications & Ground Systems,http://www.filtronic.com,"Plexus 1NETPark, Thomas Wright Way, Sedgefield, County Durham, United Kingdom, TS21 3FD."
First Sensor Lewicki GmbH,E21,Components – Electronic / Electrical | Electronics Manufacturing | Test & Measurement,https://first-sensor.com,"Allee, Oberdischingen, Germany, 89610."
Fleuret SAS,D09,Launch Services | Materials Supplier | Subsystem / Systems Supplier,https://www.fleuret-toulouse.com/,"17 AV DE LA MARQUEILLE, SAINT ORENS DE GAMEVILLE, France, 31650."
Flux A/S,L47,Design / Engineering Services | Components – Electronic / Electrical | Manufacturing,http://www.flux.dk,"Industrivangen 5, Asnaes, Denmark, DK-4550."
Forschungszentrum SPACE (FZ SPACE),E49,Academia | Communications & Ground Systems | Security / Government,http://www.seranis.de,"Werner-Heisenberg-Weg 39, Neubiberg, Germany, 85577."
FOTONIKA-LV,P34,Research | Academia | Optics,http://fotonika-lv.eu/,"FOTONIKA-LV, National Science Platform in Quantum Sciences Space Sciences and TechnologiesUniversity of LatviaRaina bulv.19, Riga, Latvia, Latvia, LV-1050."
